region_name,province_name,year,area,population,population_density,temp_mean,total_precip,snowfall,precip_hours,sunshine_hours,grdp_per_capita,monthly_income_per_capita,central_administrated,airport,maritime_port,predicted_migration_rate(%)
Trung du và miền núi phía Bắc,Thái Nguyên,2025,3526.6,1376.281983011239,390.4389293889832,23.108792917214434,2152.277419560438,0,2509.5216660299143,140438.17388298092,136.70947470062754,6.139354459131032,0,0,0,-2.0378400441575506
Trung du và miền núi phía Bắc,Lạng Sơn,2025,8310.1,822.8356177745292,99.12698207285065,21.608221948564143,1617.8594306978578,0,2262.3030057253995,154579.38279181992,66.98873540486386,3.6859163732118767,0,0,0,-3.7289093985159596
Trung du và miền núi phía Bắc,Bắc Giang,2025,3895.5,1971.8314754504709,506.76140835202216,23.508945175521173,1925.6898721854132,0,2233.0403887913953,149076.81172338687,112.01215952689309,5.8974661971390026,0,0,0,-2.206732091447999
Trung du và miền núi phía Bắc,Phú Thọ,2025,3534.6,1557.3709195552929,441.0139202424784,23.308869046367803,1931.4712017290017,0,2262.3030057253995,145982.61233997814,76.27754863392329,5.436726650487517,0,0,0,-2.716741522452654
Trung du và miền núi phía Bắc,Điện Biên,2025,9541.3,660.5288205683589,68.7819875607535,22.108412271447573,2264.4554980728713,0,3021.112934496809,177990.23089728196,51.580233460188815,2.741400302576333,0,1,0,-3.7808550427150696
Trung du và miền núi phía Bắc,Lai Châu,2025,9068.8,500.0112799083704,55.63248993884475,19.707498721607113,2220.3348252402234,0,3146.235848283584,179253.23045230092,61.961848245608174,2.8796221665717785,0,0,0,-2.3749308394783175
Trung du và miền núi phía Bắc,Sơn La,2025,14123.5,1341.8716480778928,95.08098280457102,21.508183883987456,1472.1090700989723,0,1875.8346510452798,184990.05952817632,60.54120622234026,2.99480705323465,0,0,0,-5.164228940183291
Trung du và miền núi phía Bắc,Hòa Bình,2025,4590.6,902.078454302878,196.2309645115615,24.10917356298129,1841.099892547647,0,2084.7091926086864,146992.4138784424,84.36428015098679,4.1466559198633615,0,0,0,-3.029581303330902
Bắc Trung Bộ,Thanh Hóa,2025,11114.7,3801.563632993173,341.88693816962774,24.209211627557973,1739.7744852837034,0,1855.6535359183806,162961.83208791658,87.86124513133858,5.839873753807567,0,1,1,-2.8951227061147606
Bắc Trung Bộ,Nghệ An,2025,16481.6,3508.752304650253,213.42646140174986,24.80944001501809,1773.4481942042532,0,1943.441386720392,163977.61468189,66.55161478231989,5.091171990498904,0,1,1,-3.5821086274387515
Bắc Trung Bộ,Hà Tĩnh,2025,5990.7,1343.8327541228603,224.5529593895188,24.709401950441404,2397.8317849117957,0,2574.101234435992,168712.61695998005,92.66957197932227,4.780172796509153,0,0,1,-2.8095632872435305
Bắc Trung Bộ,Quảng Bình,2025,8000.0,934.2244193698697,117.33397878010892,25.209592273324834,2448.0380677903263,0,3038.2668823546733,175954.67833899567,70.70426069648764,4.814728262508013,0,1,1,-3.572044743042619
Bắc Trung Bộ,Quảng Trị,2025,4621.7,665.7853934723954,144.64447384099634,25.50970646705489,2458.7893122047185,0,2825.3561177658867,180791.35856074153,88.40764590951855,4.4922105798519745,0,0,1,-2.8095632872435305
